,company,industry,sector,year,url,filename
70,Digital Realty Trust Inc.,REIT - Industrial,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_DLR_2019.pdf,DigitalRealtyTrustInc.-2019.pdf
71,EastGroup Properties,REIT - Industrial,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_EGP_2019.pdf,EastGroupProperties-2019.pdf
72,Extra Space Storage Inc.,REIT - Industrial,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_EXR_2019.pdf,ExtraSpaceStorageInc.-2019.pdf
73,First Industrial Realty Trust Inc.,REIT - Industrial,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_FR_2019.pdf,FirstIndustrialRealtyTrustInc.-2019.pdf
74,Prologis,REIT - Industrial,Financial,2006.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2006.pdf,Prologis-2006.pdf
75,Prologis,REIT - Industrial,Financial,2007.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2007.pdf,Prologis-2007.pdf
76,Prologis,REIT - Industrial,Financial,2008.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2008.pdf,Prologis-2008.pdf
77,Prologis,REIT - Industrial,Financial,2009.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2009.pdf,Prologis-2009.pdf
78,Prologis,REIT - Industrial,Financial,2010.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2010.pdf,Prologis-2010.pdf
79,Prologis,REIT - Industrial,Financial,2011.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2011.pdf,Prologis-2011.pdf
80,Prologis,REIT - Industrial,Financial,2012.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2012.pdf,Prologis-2012.pdf
81,Prologis,REIT - Industrial,Financial,2013.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2013.pdf,Prologis-2013.pdf
82,Prologis,REIT - Industrial,Financial,2014.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2014.pdf,Prologis-2014.pdf
83,Prologis,REIT - Industrial,Financial,2015.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2015.pdf,Prologis-2015.pdf
84,Prologis,REIT - Industrial,Financial,2016.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2016.pdf,Prologis-2016.pdf
85,Prologis,REIT - Industrial,Financial,2017.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PLD_2017.pdf,Prologis-2017.pdf
86,Prologis,REIT - Industrial,Financial,2018.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_PLD_2018.pdf,Prologis-2018.pdf
87,QTS Realty Trust Inc,REIT - Industrial,Financial,2018.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_QTS_2018.pdf,QTSRealtyTrustInc-2018.pdf
88,Columbia Property Trust Inc,REIT - Office,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_CXP_2019.pdf,ColumbiaPropertyTrustInc-2019.pdf
89,CoreSite Realty Corp,REIT - Office,Financial,2017.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_COR_2017.pdf,CoreSiteRealtyCorp-2017.pdf
90,CoreSite Realty Corp,REIT - Office,Financial,2018.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_COR_2018.pdf,CoreSiteRealtyCorp-2018.pdf
91,CoreSite Realty Corp,REIT - Office,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_COR_2019.pdf,CoreSiteRealtyCorp-2019.pdf
92,Franklin Street Properties Corp.,REIT - Office,Financial,2018.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_FSP_2018.pdf,FranklinStreetPropertiesCorp.-2018.pdf
93,Highwoods Properties Inc,REIT - Office,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_HIW_2019.pdf,HighwoodsPropertiesInc-2019.pdf
94,Kilroy Realty Corporation,REIT - Office,Financial,2011.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2011.pdf,KilroyRealtyCorporation-2011.pdf
95,Kilroy Realty Corporation,REIT - Office,Financial,2012.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2012.pdf,KilroyRealtyCorporation-2012.pdf
96,Kilroy Realty Corporation,REIT - Office,Financial,2013.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2013.pdf,KilroyRealtyCorporation-2013.pdf
97,Kilroy Realty Corporation,REIT - Office,Financial,2014.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2014.pdf,KilroyRealtyCorporation-2014.pdf
98,Kilroy Realty Corporation,REIT - Office,Financial,2015.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2015.pdf,KilroyRealtyCorporation-2015.pdf
99,Kilroy Realty Corporation,REIT - Office,Financial,2016.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2016.pdf,KilroyRealtyCorporation-2016.pdf
100,Kilroy Realty Corporation,REIT - Office,Financial,2017.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2017.pdf,KilroyRealtyCorporation-2017.pdf
101,Kilroy Realty Corporation,REIT - Office,Financial,2018.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/k/NYSE_KRC_2018.pdf,KilroyRealtyCorporation-2018.pdf
102,Kilroy Realty Corporation,REIT - Office,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_KRC_2019.pdf,KilroyRealtyCorporation-2019.pdf
103,Mack-Cali Realty Corporation,REIT - Office,Financial,2019.0,https://www.responsibilityreports.com/HostedData/ResponsibilityReports/PDF/NYSE_CLI_2019.pdf,Mack-CaliRealtyCorporation-2019.pdf
